gene	chr	pos	neg_log10_pvalue
Gene_7333	chr14	63444088	1.068141
Gene_1788	chr15	46450801	0.069425
Gene_1481	chr21	4868074	0.054827
Gene_7315	chr15	36841910	0.699861
Gene_6234	chr9	34218055	0.456453
Gene_1478	chr3	139011214	0.024206
Gene_3482	chr4	137943280	0.056734
Gene_5168	chr4	52756168	0.080135
Gene_2603	chr4	39471078	0.033645
Gene_6487	chr4	104005025	0.122016
Gene_0246	chr14	103049865	0.080135
Gene_2791	chr2	206140799	0.143368
Gene_2064	chr9	68261603	0.766984
Gene_7385	chr10	15963107	0.236205
Gene_6653	chr22	15252683	0.233096
Gene_5085	chr1	207206915	0.367118
Gene_1410	chr11	89330425	0.103622
Gene_5502	chr7	119220774	0.272067
Gene_5153	chr12	103522578	1.285995
Gene_1366	chr5	11356783	0.411070
Gene_6995	chr14	46519130	0.064016
Gene_1677	chr1	64277908	0.031248
Gene_1807	chr2	112631304	0.256313
Gene_3523	chr4	168872261	0.073588
Gene_1096	chr4	30680560	0.752229
Gene_4442	chrX	13622819	0.012589
Gene_0907	chr19	5728791	0.697654
Gene_5442	chr1	242333421	0.043589
Gene_7386	chrX	23362276	1.184525
Gene_6258	chr6	83843104	0.055313
Gene_5942	chr16	88863269	0.249554
Gene_2221	chr8	28444660	0.586377
Gene_0402	chr1	132803034	0.584921
Gene_1438	chr3	135948663	1.261943
Gene_2313	chr6	53643433	0.360660
Gene_2233	chr11	24156975	0.030309
Gene_4400	chr16	27710628	0.435591
Gene_4572	chrX	135353465	0.064602
Gene_6308	chr9	9967503	0.132208
Gene_2994	chr8	135522797	0.094412
Gene_5718	chr13	74436376	0.030361
Gene_1392	chr15	74516158	0.829022
Gene_0848	chr9	58637784	0.378965
Gene_0796	chr7	60526386	0.846290
Gene_0985	chr17	81498956	0.118531
Gene_7380	chr8	16622313	0.021537
Gene_4672	chrX	36757461	0.996657
Gene_2251	chr9	52787976	1.132120
Gene_1889	chr5	180565263	0.480994
Gene_5963	chr11	103558275	0.182226
Gene_7915	chr3	97414744	3.746910
Gene_4034	chr2	227250756	0.710324
Gene_2464	chr19	12222183	0.480998
Gene_0510	chr16	63962939	0.200452
Gene_0871	chr1	216297363	0.796801
Gene_6590	chr10	131741121	0.072020
Gene_2689	chr1	234286705	0.023746
Gene_2092	chr10	4745151	0.311771
Gene_5273	chr14	88090757	0.567053
Gene_0198	chr11	112344107	0.579816
Gene_3108	chr6	130634150	0.348695
Gene_7956	chr3	197840925	3.309770
Gene_5391	chr9	136029875	0.035921
Gene_2804	chr1	168150308	0.268610
Gene_1099	chr12	11224906	0.840597
Gene_3425	chr5	35071304	0.069080
Gene_6446	chr6	157251894	0.935195
Gene_3765	chr8	72974387	0.333041
Gene_5935	chr10	76436517	1.217204
Gene_2575	chr12	34196233	0.565351
Gene_2829	chr4	8787934	0.378882
Gene_6101	chr2	210677535	0.026377
Gene_0061	chr21	43655279	1.100775
Gene_4405	chr14	47472902	0.024150
Gene_2457	chr1	130138583	0.324037
Gene_6537	chr5	180087842	0.655615
Gene_7638	chr18	44378744	3.822795
Gene_2297	chr2	123991642	0.445258
Gene_1571	chr11	16668097	0.004169
Gene_3005	chr2	173192112	0.229346
Gene_2920	chrX	35668997	0.482692
Gene_2808	chr7	120625668	0.071006
Gene_2925	chr11	43400597	0.705642
Gene_3468	chr7	17300783	0.611224
Gene_5617	chr16	56747914	0.030290
Gene_7615	chr6	151927875	4.793051
Gene_3740	chr11	30027611	0.760029
Gene_0553	chrX	21414188	0.081963
Gene_1830	chr5	67334513	0.396852
Gene_5213	chr2	14839639	0.005315
Gene_4353	chr20	60368293	0.806927
Gene_2817	chr2	111764415	0.071989
Gene_6159	chr16	34092322	0.329896
Gene_7293	chr2	206020100	0.013356
Gene_5349	chr1	244242881	0.109699
Gene_2566	chr2	218799078	0.006458
Gene_7378	chr13	66016306	0.314291
Gene_5995	chr18	59524854	0.181175
Gene_1912	chr2	143422723	0.343288
Gene_2547	chr7	41843502	0.402543
Gene_1461	chr21	23361749	0.040883
Gene_6679	chr1	197955798	0.289442
Gene_4105	chr4	107643627	0.731472
Gene_7283	chr1	28613382	0.392332
Gene_7449	chr12	26780675	0.020423
Gene_0021	chr19	36868930	0.209549
Gene_0319	chr1	180957361	0.183082
Gene_2097	chr1	50901013	0.165822
Gene_5974	chr17	30780427	0.312029
Gene_2586	chr11	79087082	0.481909
Gene_5871	chr2	71433707	0.477372
Gene_7807	chr14	104276620	3.231467
Gene_3399	chr12	40980462	0.091542
Gene_2350	chrX	128686668	0.665777
Gene_6106	chr11	91071736	0.244185
Gene_3632	chr3	105813903	0.412575
Gene_6600	chr4	17436229	0.094039
Gene_6773	chr6	121663847	1.026867
Gene_3823	chr10	114397263	0.022078
Gene_2098	chr2	237288723	0.349108
Gene_1046	chr21	41228932	0.788512
Gene_6121	chrX	2094717	0.057592
Gene_4567	chr4	66242667	0.001601
Gene_2024	chrX	43389917	0.068832
Gene_5720	chr18	14329570	0.401547
Gene_6248	chr8	103644875	0.132521
Gene_3529	chr8	111010184	0.966341
Gene_2741	chr9	35572855	0.520510
Gene_6172	chr4	145571776	0.108102
Gene_3383	chr5	25318848	0.303885
Gene_0646	chr16	79273158	0.032254
Gene_6460	chr11	37105705	0.143163
Gene_6079	chr2	17981924	0.016502
Gene_5672	chr2	162740987	0.503882
Gene_7941	chr5	94452959	3.071627
Gene_0786	chrX	114635112	0.140837
Gene_0878	chr15	80418564	0.154271
Gene_4074	chr8	141573818	1.056969
Gene_2645	chr6	47033365	0.058019
Gene_2277	chr3	181320774	0.436217
Gene_4521	chr1	224766863	0.627262
Gene_0122	chr8	56132765	0.757247
Gene_0012	chr9	126107868	0.667019
Gene_6063	chr10	36960166	0.010838
Gene_5872	chr7	119474841	0.050720
Gene_7141	chr3	157515818	0.061181
Gene_2656	chr11	111718456	0.154456
Gene_7415	chr3	77089814	0.609066
Gene_5271	chr12	53560934	0.097488
Gene_1344	chr2	37683728	0.424020
Gene_4682	chr1	207005819	0.942818
Gene_1032	chr15	15760207	0.798322
Gene_4348	chr2	233271575	0.340577
Gene_6052	chr3	61355591	0.350422
Gene_5580	chr18	76195523	0.323150
Gene_1380	chr4	82971910	0.813302
Gene_3243	chr16	83201999	0.149689
Gene_7111	chr5	85962460	0.193969
Gene_4182	chr12	114562309	0.561476
Gene_4745	chr18	76511752	0.012529
Gene_1821	chr9	114135095	1.101054
Gene_3379	chr15	20576255	0.337021
Gene_4598	chr2	63425400	0.776380
Gene_6975	chr1	194575776	0.073934
Gene_0874	chr1	164043562	0.106010
Gene_7391	chr1	117837075	0.505017
Gene_4389	chr9	71082234	0.096390
Gene_5304	chr2	88999350	0.632417
Gene_0703	chr6	122954773	1.075238
Gene_0700	chr3	192267337	0.213670
Gene_0741	chr7	26417827	0.138780
Gene_5652	chr21	20670861	0.279821
Gene_6725	chr1	7620899	0.064238
Gene_6573	chr11	47377998	0.392621
Gene_2878	chr3	125391050	0.074580
Gene_4011	chr7	128038538	0.437235
Gene_3514	chr6	70292830	1.288098
Gene_3141	chr2	138514000	0.778349
Gene_3927	chr6	166972050	0.008987
Gene_4349	chr7	139266754	0.335781
Gene_4145	chr10	71417233	0.121161
Gene_2466	chr1	131384445	0.191948
Gene_3571	chr9	64083891	0.157994
Gene_1208	chr3	77987861	0.756319
Gene_5433	chr15	53679599	0.057853
Gene_4203	chr3	147762441	0.584235
Gene_1466	chr3	174570322	0.686858
Gene_3918	chr7	110507945	0.057310
Gene_7166	chr6	131468744	0.729464
Gene_3127	chr5	77320857	0.107885
Gene_5116	chr12	63470129	0.245721
Gene_5465	chr15	43923881	0.275516
Gene_6315	chr7	155677049	0.589432
Gene_0911	chr9	25687140	0.361042
Gene_4139	chr11	107524258	0.291239
Gene_1385	chr4	186252252	0.041231
Gene_1012	chr10	109973499	0.180286
Gene_7376	chr1	113050916	0.841938
Gene_1975	chr7	71026428	0.280725
Gene_5806	chr2	147657904	0.285600
Gene_5028	chr7	142879707	0.426510
Gene_7041	chr15	91151817	0.981124
Gene_4737	chrY	10680234	0.111495
Gene_0671	chr6	169095085	0.525327
Gene_4110	chr13	79520833	0.450521
Gene_1460	chr20	40991382	0.132165
Gene_0870	chr7	78730311	0.100518
Gene_2720	chr3	150574399	0.015270
Gene_0245	chr18	51383277	0.190571
Gene_5542	chr3	149066328	0.431250
Gene_7101	chrY	31377304	0.293106
Gene_2717	chr18	45512114	0.526188
Gene_4726	chr4	154011580	0.125097
Gene_4710	chr1	237341711	0.134119
Gene_7516	chr14	29485484	0.118332
Gene_7450	chr1	35958243	0.255973
Gene_3364	chr2	142372139	0.292482
Gene_7821	chr1	5592812	3.086107
Gene_2126	chr7	88477537	0.059306
Gene_2846	chr11	65165018	0.046718
Gene_5610	chr10	16446151	0.222747
Gene_1811	chr7	77132512	0.360131
Gene_6369	chr20	8430871	0.635719
Gene_6968	chr15	4337804	0.028003
Gene_4883	chr15	38540945	0.680115
Gene_3125	chr6	28740940	0.178956
Gene_5977	chr6	1710526	0.238016
Gene_1558	chr14	4932207	0.046431
Gene_7864	chr16	60116446	3.191527
Gene_5991	chrX	64311924	0.406086
Gene_5570	chr1	194385739	0.332574
Gene_7420	chr3	187183290	0.076663
Gene_4354	chr4	99618097	0.001869
Gene_1329	chr3	170291540	0.826901
Gene_0195	chrX	120042534	0.595577
Gene_1376	chr18	53895382	0.053223
Gene_5067	chrX	154620936	0.215136
Gene_6213	chrX	95564538	0.282024
Gene_0717	chr1	10441910	0.763034
Gene_0301	chr16	32788759	0.048480
Gene_4466	chr18	75505222	0.126041
Gene_4465	chr7	13275154	0.039705
Gene_5169	chr4	84914593	0.346679
Gene_4704	chr22	9225355	0.208325
Gene_7582	chr4	15851282	0.421181
Gene_6093	chr18	39270721	0.687894
Gene_0279	chr22	44730027	0.130963
Gene_0116	chr6	13865641	1.070215
Gene_6363	chr10	24727339	0.032495
Gene_5175	chr6	27900536	0.082022
Gene_5589	chr1	56527765	0.080809
Gene_6519	chr2	26203536	0.563912
Gene_6542	chr14	84805365	0.457980
Gene_2465	chr19	28735109	0.028694
Gene_3878	chr1	235942474	0.320706
Gene_0766	chr11	131062953	0.055182
Gene_0038	chr12	20376684	0.364341
Gene_3955	chr11	32851198	0.520034
Gene_4149	chr9	95366026	0.038727
Gene_7966	chr11	109725251	3.123018
Gene_6719	chr10	25829603	0.276259
Gene_4861	chr2	69930962	0.541328
Gene_7063	chr3	147129546	0.880944
Gene_4444	chr3	162762011	0.804944
Gene_5565	chr7	51525990	1.008341
Gene_4492	chr9	114978813	0.272945
Gene_1747	chr16	8477853	0.356493
Gene_7716	chr1	172005337	3.319641
Gene_2434	chr3	7726410	0.419630
Gene_5251	chr1	214525644	0.053147
Gene_1384	chr11	132514304	0.104205
Gene_5060	chr5	58123478	0.275390
Gene_0416	chr2	149630113	0.845992
Gene_0101	chr3	54775928	1.043735
Gene_5978	chr11	14411444	0.504597
Gene_7944	chr16	8345475	3.253583
Gene_1030	chr10	97720498	0.072620
Gene_2367	chr10	45218749	0.224204
Gene_2352	chr18	37645231	0.183505
Gene_4259	chr7	72158009	0.167945
Gene_6095	chr8	132827235	0.071870
Gene_2663	chr13	57701954	0.010187
Gene_0582	chr20	48686297	0.456033
Gene_4782	chr11	99489467	0.336200
Gene_2763	chr2	80913794	0.729449
Gene_6870	chr21	18366431	0.027828
Gene_0349	chr13	99449746	0.014690
Gene_7530	chr12	116917433	0.329459
Gene_2911	chrY	5924382	0.262953
Gene_7162	chr2	174405527	0.095497
Gene_3163	chr7	131400020	0.432974
Gene_6371	chr7	99591339	0.448297
Gene_3648	chr4	7937116	0.173915
Gene_1673	chr10	42245953	1.282826
Gene_4840	chr4	148286148	0.310571
Gene_3576	chr14	76348103	0.115941
Gene_0265	chrX	30973267	0.179334
Gene_5887	chr14	56765333	0.730219
Gene_6637	chr3	191435661	0.392706
Gene_4325	chr14	85852926	0.235681
Gene_2015	chr1	222414888	0.029400
Gene_7650	chrX	2113416	3.545081
Gene_0493	chr16	3484841	0.004899
Gene_1719	chr1	173062460	0.483623
Gene_2921	chr3	137328535	0.634533
Gene_0234	chr16	64387159	0.589557
Gene_3360	chr14	1269344	0.481076
Gene_1195	chr11	13783704	0.059585
Gene_4352	chr8	12728219	0.083455
Gene_7797	chr7	37260151	3.239987
Gene_1031	chr1	86990713	0.915835
Gene_1261	chr2	162016557	0.170963
Gene_6066	chr4	97875094	0.461237
Gene_4005	chr20	42780810	0.576560
Gene_3570	chr8	29920205	0.547209
Gene_7431	chr8	140554284	0.050820
Gene_3998	chrX	152525633	0.027991
Gene_6189	chrX	153036781	1.235288
Gene_6617	chr11	80465336	0.220159
Gene_0684	chr6	113532254	0.512255
Gene_7701	chr5	91191835	3.021826
Gene_2993	chr20	10558424	0.041300
Gene_4475	chr21	7384931	0.016811
Gene_4169	chr6	94186641	0.020666
Gene_3973	chrX	136332461	0.126472
Gene_3837	chr5	158130535	0.300487
Gene_7295	chr16	57157404	0.067045
Gene_7289	chr3	93659481	0.470693
Gene_3769	chr17	40678989	0.014965
Gene_0756	chr7	41748996	0.724015
Gene_3374	chr11	98022596	0.018674
Gene_1423	chr11	88259628	0.837119
Gene_4930	chrX	6380656	0.389980
Gene_4715	chr6	107620076	0.387767
Gene_4223	chr16	32152370	0.054679
Gene_2949	chr6	3637311	0.526395
Gene_1973	chr6	113381962	0.569063
Gene_1114	chr15	74304783	0.271488
Gene_2291	chr5	152977112	0.291368
Gene_7877	chr6	125660422	4.519501
Gene_0677	chr10	42085753	0.779977
Gene_7441	chr15	72393175	0.222253
Gene_3886	chr10	32671890	0.264504
Gene_7796	chr14	78267070	3.281742
Gene_6844	chr15	101493920	0.771485
Gene_7153	chr6	137321510	0.109836
Gene_2964	chr19	46023611	0.023547
Gene_7443	chr16	83402190	0.004034
Gene_0317	chr4	13538303	0.111385
Gene_7440	chr2	40061337	1.132199
Gene_4670	chr9	58379309	0.483273
Gene_2250	chr3	47789453	0.124436
Gene_4711	chr3	27217108	0.345303
Gene_7732	chr21	46884750	3.592886
Gene_1883	chr9	109735003	0.217504
Gene_3561	chrX	32381375	0.798299
Gene_4936	chr18	10331790	0.411134
Gene_3677	chr2	115805483	0.912363
Gene_6314	chr8	49330650	0.083211
Gene_2043	chr12	50854941	0.068517
Gene_1172	chr12	63544728	0.151248
Gene_7298	chr6	8746088	0.438576
Gene_6348	chr11	89484242	0.902803
Gene_7358	chr11	68085138	0.637017
Gene_7792	chr12	26748822	3.033034
Gene_2943	chr7	124186294	0.668694
Gene_3512	chr4	84655761	0.014820
Gene_4516	chr14	3796569	0.358201
Gene_5506	chrX	123819482	0.846274
Gene_1503	chr14	56827935	0.668685
Gene_7482	chr3	8679147	0.104654
Gene_4559	chr1	230432062	0.311235
Gene_7968	chr19	332745	3.642221
Gene_7354	chr6	47463006	0.916668
Gene_2386	chr1	76910682	1.046495
Gene_5622	chr9	62922104	0.030279
Gene_7382	chr6	87963080	0.432468
Gene_4518	chr5	149186182	0.013783
Gene_0036	chr17	39200482	0.562111
Gene_7179	chr6	105738357	0.104429
Gene_6700	chr4	84018589	0.561832
Gene_5957	chr11	7115376	0.410728
Gene_2916	chr16	57572931	0.586824
Gene_7408	chr9	42153128	0.216838
Gene_7097	chr4	92940211	0.651049
Gene_6445	chrY	5565410	0.201190
Gene_0750	chr3	55002861	0.037325
Gene_2347	chr12	61121831	0.150730
Gene_2526	chr21	44427360	0.017063
Gene_1957	chr2	26239357	0.321295
Gene_0969	chr20	61791057	0.049274
Gene_6924	chr1	43498763	0.462511
Gene_7238	chrY	54723890	0.821848
Gene_5000	chr14	86032083	0.261502
Gene_5239	chr4	115851227	0.300146
Gene_4708	chr6	71133254	0.192163
Gene_2001	chr1	58463953	0.165404
Gene_4756	chr14	106110862	0.363669
Gene_6555	chr14	55743693	0.585558
Gene_7707	chrX	82963001	3.038766
Gene_1879	chr2	224909381	0.475287
Gene_0336	chr2	61184466	0.454419
Gene_7545	chr1	98823616	0.933003
Gene_2625	chr22	20091221	0.525436
Gene_5080	chr13	23582745	0.642644
Gene_3761	chrX	78806905	0.772862
Gene_4868	chr5	89589290	0.723356
Gene_6043	chr7	155167736	0.205798
Gene_3262	chrX	110023025	0.902095
Gene_0303	chr9	119059268	1.189954
Gene_7359	chr3	188603276	0.269002
Gene_7183	chr3	140979173	0.627217
Gene_7252	chr6	141745111	1.258732
Gene_3845	chr2	7117754	0.165161
Gene_0645	chr3	73490771	0.159295
Gene_2095	chr10	27820501	0.067649
Gene_2668	chr3	181508219	0.482635
Gene_5339	chr15	79694215	0.246793
Gene_3333	chr15	13358730	0.753152
Gene_0324	chr5	75642081	0.042177
Gene_1069	chr12	1802573	0.935903
Gene_3896	chr16	23802444	0.410153
Gene_3935	chr11	127038328	0.101320
Gene_0322	chr4	21437513	0.349222
Gene_4741	chr4	27036130	0.106970
Gene_5568	chr2	135325395	0.112000
Gene_6020	chr8	98629410	0.372943
Gene_5548	chr6	3274074	0.740954
Gene_2498	chr8	61177239	0.102109
Gene_3747	chr19	42366071	0.461370
Gene_0798	chr10	1405314	0.522440
Gene_1246	chr4	61109747	0.596395
Gene_7131	chr10	105533210	0.292448
Gene_2472	chr15	75531584	0.130637
Gene_3245	chr2	42905258	0.360690
Gene_2088	chr2	62157441	0.648363
Gene_6320	chr7	39489977	0.104443
Gene_5117	chrX	154789091	0.211312
Gene_0474	chr2	40911680	0.268587
Gene_2030	chr10	40440510	0.019750
Gene_4168	chr1	212291057	0.530519
Gene_7202	chr6	29590933	0.299312
Gene_4817	chr4	116129338	0.042573
Gene_2655	chrX	83334808	0.076518
Gene_1986	chr7	54907103	0.259933
Gene_4177	chr1	99997742	1.174887
Gene_7632	chr11	86064667	3.438439
Gene_5198	chr11	85326058	0.024455
Gene_4211	chr1	91425420	0.063644
Gene_3205	chr5	50498453	0.097728
Gene_0641	chr12	114427656	0.584220
Gene_6300	chr18	62609171	0.231737
Gene_7596	chr20	29403985	0.814897
Gene_0029	chr7	134260745	0.193878
Gene_0570	chr19	7784082	0.745783
Gene_7575	chr1	245614444	0.030138
Gene_7703	chr17	8218810	3.363117
Gene_1419	chrX	3832734	0.671089
Gene_1090	chr6	75144033	0.104229
Gene_2398	chr10	78866484	0.873581
Gene_1047	chr15	2675060	0.499411
Gene_4012	chr8	91486888	0.013142
Gene_5459	chr12	24374406	0.508992
Gene_1698	chr5	129227490	1.289935
Gene_4397	chr6	119664225	0.086251
Gene_2341	chr5	163479531	0.075578
Gene_0436	chr1	133949797	0.326186
Gene_5295	chr13	56251137	0.052280
Gene_5904	chr6	16572176	0.170203
Gene_3706	chr9	47098250	0.380972
Gene_6883	chr1	125370504	0.483722
Gene_4646	chr5	150680460	0.466077
Gene_1465	chr3	185572139	0.186933
Gene_0496	chrX	40242497	0.154101
Gene_0665	chr13	59311701	0.545420
Gene_2063	chrX	39993634	0.179461
Gene_7084	chr1	162619440	0.237237
Gene_7646	chr8	53268742	3.942630
Gene_3545	chr11	130651446	0.177322
Gene_2865	chr5	88950260	0.906367
Gene_4337	chr13	13913264	0.613553
Gene_2298	chr12	78012564	0.197078
Gene_6396	chr5	118512744	0.551966
Gene_3695	chr1	144408595	0.432500
Gene_1859	chr16	88163295	1.005299
Gene_5512	chrY	3919669	0.165418
Gene_6974	chr17	74809885	0.304085
Gene_5228	chr16	75130980	0.106802
Gene_2742	chr10	44077748	0.179753
Gene_7627	chr3	151456267	3.154919
Gene_3649	chr4	7123057	1.204706
Gene_7533	chr3	29502453	0.059616
Gene_5482	chr4	85406991	0.097355
Gene_1893	chr5	64337810	0.658421
Gene_3507	chrX	127988999	0.291823
Gene_0300	chr17	72119784	0.024810
Gene_0576	chr9	23686670	0.236077
Gene_7304	chr4	99897015	0.756628
Gene_7673	chr10	18401489	3.074299
Gene_4204	chrX	55701395	0.746677
Gene_6599	chr2	15649150	0.050318
Gene_2270	chr14	4168143	0.451184
Gene_4458	chrY	3842997	0.686271
Gene_4537	chr3	157236948	0.262208
Gene_4037	chr7	44834176	0.057231
Gene_4244	chr1	31937587	0.600239
Gene_6459	chr2	182390229	1.050153
Gene_2295	chrX	60089237	0.049068
Gene_1288	chr14	35309174	0.103105
Gene_1318	chr22	13872513	0.533747
Gene_3563	chr19	35404603	0.468008
Gene_6556	chrX	113311990	0.108328
Gene_7503	chr4	23714226	0.056591
Gene_3690	chr12	116242634	0.393432
Gene_0171	chr20	3451346	0.121062
Gene_0169	chr7	120644182	0.037434
Gene_2431	chr1	241277144	0.098091
Gene_1065	chr1	10542375	0.285268
Gene_2003	chr21	23789053	0.118749
Gene_7053	chr15	50023872	0.063907
Gene_6180	chr3	99212331	0.101891
Gene_0893	chr4	61106092	0.533257
Gene_6866	chrX	97246149	0.240715
Gene_0652	chr5	65997561	0.290418
Gene_7979	chr8	2323427	3.199944
Gene_0996	chr6	152610565	0.228428
Gene_6942	chr22	25559401	0.389910
Gene_4755	chr6	58910189	0.140543
Gene_7039	chr17	55924964	0.053675
Gene_4411	chr15	95463547	0.861963
Gene_6615	chr11	13763964	0.765364
Gene_1550	chr9	122988635	0.250552
Gene_4242	chr22	30602658	1.137547
Gene_1948	chr13	91286032	0.174084
Gene_3694	chr2	68005182	0.002622
Gene_5086	chr9	98884538	0.445642
Gene_1709	chr3	53516621	0.480861
Gene_4157	chr8	2183722	1.149489
Gene_1517	chr6	92302115	0.555572
Gene_5689	chr13	35413059	0.389511
Gene_3640	chr1	176054431	0.599805
Gene_4991	chr1	111893459	0.164980
Gene_0184	chr9	33469980	0.127842
Gene_1802	chr8	10604337	0.480887
Gene_3658	chr13	31297170	0.049450
Gene_0403	chr8	141386894	0.237961
Gene_5343	chrY	13048306	0.177510
Gene_7067	chr3	108989213	0.288664
Gene_0404	chrX	95997179	0.703621
Gene_0489	chr3	26275065	0.578890
Gene_5022	chr5	41970465	0.102636
Gene_1782	chr11	11598204	0.918339
Gene_2573	chr5	103490163	0.417287
Gene_3305	chr8	34254960	0.091143
Gene_2145	chr4	38871632	0.017738
Gene_5040	chr3	124133179	0.003922
Gene_1059	chr4	80003270	0.347624
Gene_6449	chr11	13088784	0.162303
Gene_2660	chr6	96770628	0.426449
Gene_0851	chr22	25417267	0.612811
Gene_3867	chr14	84273150	0.354697
Gene_7757	chr1	156561458	3.207332
Gene_2285	chr5	180305440	0.667531
Gene_0498	chrX	82905309	0.229378
Gene_2132	chr11	29021250	0.408043
Gene_0429	chr1	226240892	0.474706
Gene_5500	chr10	130662820	0.532652
Gene_3295	chr1	198387613	0.486171
Gene_3179	chr6	75557758	0.414562
Gene_1052	chr12	11687989	0.416629
Gene_2240	chr4	93063786	1.016483
Gene_2286	chr7	4131981	1.027385
Gene_3279	chrX	151804083	0.983421
Gene_3039	chr9	120509987	0.225006
Gene_7744	chr12	71151962	3.587092
Gene_5881	chr16	81838928	0.047551
Gene_7369	chr17	14915852	0.885580
Gene_4669	chrX	46160315	0.333858
Gene_4395	chr1	33551399	1.258156
Gene_1049	chr12	67528956	0.057525
Gene_3948	chr19	30012724	0.124420
Gene_1211	chr16	71284981	0.092401
Gene_1809	chr1	4736034	0.073473
Gene_5852	chr12	67457357	0.210641
Gene_0527	chr1	141755738	0.067991
Gene_7297	chr7	21373633	0.382192
Gene_3629	chr10	72447443	0.288825
Gene_5179	chr5	82597388	0.108617
Gene_2231	chr10	23255637	0.939468
Gene_4393	chr5	103270191	0.460409
Gene_6220	chr3	158231480	0.148620
Gene_3870	chr2	216271470	0.185908
Gene_0500	chr14	27692744	1.061482
Gene_4527	chrX	138921979	0.001700
Gene_7923	chr10	56123242	3.245351
Gene_0240	chr13	36453962	0.200020
Gene_2651	chr7	83137342	1.161901
Gene_6439	chr4	157506232	0.179152
Gene_3224	chr2	158502573	0.126406
Gene_6384	chr1	67026416	0.353105
Gene_2820	chrX	122634305	0.062174
Gene_7120	chr2	162610519	0.112650
Gene_4249	chr11	48746298	0.038711
Gene_2425	chr5	37433412	0.248250
Gene_6059	chr12	16798396	0.340718
Gene_2867	chr15	72991708	0.021655
Gene_6841	chr15	84239207	0.303636
Gene_3920	chr8	124502477	0.137065
Gene_4055	chr1	212902488	0.518308
Gene_1386	chr3	174709453	0.110185
Gene_1279	chr19	4007375	0.368234
Gene_0945	chr4	35782099	0.136217
Gene_6393	chr11	9670027	0.019439
Gene_0962	chr11	61888510	0.145399
Gene_7608	chr17	26631051	3.109314
Gene_0156	chr4	136361510	0.229675
Gene_4340	chr7	154046978	0.316115
Gene_6061	chr1	138947012	0.095290
Gene_7203	chr3	105646113	0.135298
Gene_5892	chr1	205860655	0.178217
Gene_0046	chr8	16310734	0.137210
Gene_7085	chr4	97423314	0.048391
Gene_1738	chr14	83107042	0.212797
Gene_7486	chr9	30754946	0.029104
Gene_6450	chr11	120197315	0.776777
Gene_1695	chr22	32172942	0.069914
Gene_5579	chr1	155628627	0.587878
Gene_5276	chr22	38082214	0.558347
Gene_2678	chrX	105442874	0.008055
Gene_1983	chr8	58610128	0.509862
Gene_3809	chr19	16796409	1.070083
Gene_3673	chr15	30011465	1.180102
Gene_7756	chr4	52753949	3.077024
Gene_5560	chr5	116653926	0.173298
Gene_6633	chr17	43653000	0.205933
Gene_5088	chr11	47813522	0.077424
Gene_5575	chrX	78103715	0.023655
Gene_1760	chrX	48985460	0.576082
Gene_2857	chr20	13109319	0.196870
Gene_2744	chr3	132160839	1.259087
Gene_2248	chr2	133797934	0.247533
Gene_1969	chr7	49764078	0.405377
Gene_2377	chr18	13161169	0.566850
Gene_2892	chr2	115987248	0.160345
Gene_6327	chr2	91177101	0.455649
Gene_2424	chr9	114316321	0.060944
Gene_4276	chr13	92638293	0.164889
Gene_2438	chr14	52207039	0.161273
Gene_6842	chr9	104328353	1.018900
Gene_7395	chr7	132495212	0.864710
Gene_6780	chr20	41847577	0.195005
Gene_3802	chr5	45912284	0.102975
Gene_5578	chr6	169369273	0.491516
Gene_6082	chr6	41553030	0.385972
Gene_0376	chr2	105271771	0.832019
Gene_3322	chr17	42496657	0.466807
Gene_0581	chrX	35871598	0.388378
Gene_0441	chr8	76766221	0.673836
Gene_2232	chr20	38989581	0.579880
Gene_5098	chr5	67586428	0.288037
Gene_1900	chr15	43126800	0.209480
Gene_3858	chr11	59009657	1.133424
Gene_4716	chr9	76465488	0.053426
Gene_6160	chr13	1697459	0.116002
Gene_4020	chr6	95978727	1.202186
Gene_5422	chr4	167624182	0.333501
Gene_3815	chr3	163716478	0.986837
Gene_1735	chr17	47048760	0.596781
Gene_1271	chr17	71278760	0.194473
Gene_5785	chr4	81731680	0.325750
Gene_0669	chr16	34721641	0.270151
Gene_7562	chr1	160282433	1.270558
Gene_6132	chr4	87031998	0.786452
Gene_3803	chr10	34068437	0.629149
Gene_4673	chr12	88142300	0.003360
Gene_2318	chrX	132018683	0.032336
Gene_4115	chr20	35035362	0.299307
Gene_6036	chr2	21925932	0.752002
Gene_6236	chr7	81595616	0.288862
Gene_3707	chr15	48514853	0.384278
Gene_0262	chr17	39786671	0.459874
Gene_5166	chr11	118935679	0.443833
Gene_1509	chr10	5305378	0.155717
Gene_4230	chr4	9300941	0.316250
Gene_5990	chr5	151353718	0.150301
Gene_0082	chr13	90157326	0.478686
Gene_3238	chr7	40617673	0.169655
Gene_1654	chr2	129229108	0.096236
Gene_4264	chr15	32424049	0.017524
Gene_0058	chr11	90687774	0.108024
Gene_3711	chr3	167385039	0.383876
Gene_3017	chr6	61128504	0.299875
Gene_4375	chr15	60093601	0.164527
Gene_5803	chrX	82347141	1.052963
Gene_5264	chr12	82911815	0.412393
Gene_6500	chr20	48066052	0.443677
Gene_0771	chr2	177993486	0.597760
Gene_2947	chr12	50790748	0.036064
Gene_7639	chr20	12137697	3.514178
